"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","portuguese","kreyol"
"","800","audio-keyboard-response","112","149441","0.0-1.0-1.55","../audio/teste-vocab--124.mp3","s","obelisco","obelisk"
"","null","html-keyboard-response","113","149943","0.0-1.0-0.56","+","null","",""
"","1891","audio-keyboard-response","114","151913","0.0-1.0-1.56","../audio/teste-vocab--86.mp3","s","pensar","panse"
"","null","html-keyboard-response","115","152415","0.0-1.0-0.57","+","null","",""
"","1792","audio-keyboard-response","116","154352","0.0-1.0-1.57","../audio/teste-vocab--52.mp3","s","construção","konstriksyon"
"","null","html-keyboard-response","117","154853","0.0-1.0-0.58","+","null","",""
"","1640","audio-keyboard-response","118","156649","0.0-1.0-1.58","../audio/teste-vocab--77.mp3","s","comércio","komès"
"","null","html-keyboard-response","119","157150","0.0-1.0-0.59","+","null","",""
"","1261","audio-keyboard-response","120","158541","0.0-1.0-1.59","../audio/teste-vocab--04.mp3","s","roda","wonn"
"","null","html-keyboard-response","121","159042","0.0-1.0-0.60","+","null","",""
"","2368","audio-keyboard-response","122","161520","0.0-1.0-1.60","../audio/teste-vocab--61.mp3","s","iluminação","iliminasyon"
"","null","html-keyboard-response","123","162021","0.0-1.0-0.61","+","null","",""
"","1891","audio-keyboard-response","124","164048","0.0-1.0-1.61","../audio/teste-vocab--119.mp3","s","numeroso","anpil"
"","null","html-keyboard-response","125","164550","0.0-1.0-0.62","+","null","",""
"","1960","audio-keyboard-response","126","166669","0.0-1.0-1.62","../audio/teste-vocab--128.mp3","s","incisivo","ensisiv"
"","null","html-keyboard-response","127","167170","0.0-1.0-0.63","+","null","",""
"","1701","audio-keyboard-response","128","169027","0.0-1.0-1.63","../audio/teste-vocab--127.mp3","s","côncavo","konkav"
"","null","html-keyboard-response","129","169528","0.0-1.0-0.64","+","null","",""
"","2341","audio-keyboard-response","130","172028","0.0-1.0-1.64","../audio/teste-vocab--63.mp3","s","transparente","transparan"
"","null","html-keyboard-response","131","172530","0.0-1.0-0.65","+","null","",""
"","2139","audio-keyboard-response","132","174817","0.0-1.0-1.65","../audio/teste-vocab--80.mp3","s","binóculo","longvi"
"","null","html-keyboard-response","133","175319","0.0-1.0-0.66","+","null","",""
"","1731","audio-keyboard-response","134","177179","0.0-1.0-1.66","../audio/teste-vocab--22.mp3","s","quebrado","kraze"
"","null","html-keyboard-response","135","177681","0.0-1.0-0.67","+","null","",""
"","2251","audio-keyboard-response","136","180076","0.0-1.0-1.67","../audio/teste-vocab--43.mp3","s","mecânico","mekanisyen"
"","null","html-keyboard-response","137","180577","0.0-1.0-0.68","+","null","",""
"","1709","audio-keyboard-response","138","182414","0.0-1.0-1.68","../audio/teste-vocab--104.mp3","s","ira","pwal"
"","null","html-keyboard-response","139","182916","0.0-1.0-0.69","+","null","",""
"","1491","audio-keyboard-response","140","184552","0.0-1.0-1.69","../audio/teste-vocab--95.mp3","s","submergir","plonje"
"","null","html-keyboard-response","141","185053","0.0-1.0-0.70","+","null","",""
"","1920","audio-keyboard-response","142","187121","0.0-1.0-1.70","../audio/teste-vocab--93.mp3","s","felino","leopa"
"","null","html-keyboard-response","143","187623","0.0-1.0-0.71","+","null","",""
"","1499","audio-keyboard-response","144","189238","0.0-1.0-1.71","../audio/teste-vocab--117.mp3","s","córnea","kòn"
"","null","html-keyboard-response","145","189739","0.0-1.0-0.72","+","null","",""
"","1560","audio-keyboard-response","146","191431","0.0-1.0-1.72","../audio/teste-vocab--12.mp3","s","jaula","kaj"
"","null","html-keyboard-response","147","191932","0.0-1.0-0.73","+","null","",""
"","1640","audio-keyboard-response","148","193700","0.0-1.0-1.73","../audio/teste-vocab--39.mp3","s","cobra","koulèv"
"","null","html-keyboard-response","149","194201","0.0-1.0-0.74","+","null","",""
"","1509","audio-keyboard-response","150","195856","0.0-1.0-1.74","../audio/teste-vocab--105.mp3","s","cítrico","sitrik"
"","null","html-keyboard-response","151","196358","0.0-1.0-0.75","+","null","",""
"","2229","audio-keyboard-response","152","198742","0.0-1.0-1.75","../audio/teste-vocab--75.mp3","s","carpinteiro","chapantye"
"","null","html-keyboard-response","153","199243","0.0-1.0-0.76","+","null","",""
"","1501","audio-keyboard-response","154","200910","0.0-1.0-1.76","../audio/teste-vocab--30.mp3","s","pintor","pent"
"","null","html-keyboard-response","155","201412","0.0-1.0-0.77","+","null","",""
"","1941","audio-keyboard-response","156","203504","0.0-1.0-1.77","../audio/teste-vocab--20.mp3","s","medir","mezire"
"","null","html-keyboard-response","157","204006","0.0-1.0-0.78","+","null","",""
"","1800","audio-keyboard-response","158","205935","0.0-1.0-1.78","../audio/teste-vocab--53.mp3","s","orientar","oryante"
"","null","html-keyboard-response","159","206436","0.0-1.0-0.79","+","null","",""
"","1680","audio-keyboard-response","160","208252","0.0-1.0-1.79","../audio/teste-vocab--33.mp3","s","uniforme","inifòm"
"","null","html-keyboard-response","161","208753","0.0-1.0-0.80","+","null","",""
"","1779","audio-keyboard-response","162","210679","0.0-1.0-1.80","../audio/teste-vocab--27.mp3","s","rio","rivyè"
"","null","html-keyboard-response","163","211181","0.0-1.0-0.81","+","null","",""
