"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","response","question_order"
"[{""page_index"":0,""viewing_time"":11944}]","11944","instructions","0","11948","0.0-0.0","",""
"","54039","survey-multi-choice","1","66102","0.0-1.0","{""reading_habits_printed_magazines"":""Alguns dias da semana"",""reading_habits_printed_newspapers"":""Raramente"",""reading_habits_books"":""Todos os dias"",""reading_habits_printed_socialmedias"":""Raramente""}","[0,1,2,3]"
"","27453","survey-multi-choice","2","93666","0.0-2.0","{""reading_habits_virtual_magazines"":""Todos os dias"",""reading_habits_virtual_newspapers"":""Todos os dias"",""reading_habits_books"":""Alguns dias da semana"",""reading_habits_virtual_socialmedias"":""Raramente""}","[0,1,2,3]"
"","68146","survey-text","3","161946","0.0-3.0","{""reading_habits_other_which"":""gosta muito de ler livros em pt"",""reading_habits_other_frequency"":""todos os dias, de noite""}",""
