"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","class","status","answer","correct","trial","letters"
"","null","html-keyboard-response","134","378454","0.0-3.0-0.59","+","null","","","","","",""
"","4011","html-keyboard-response","135","382465","0.0-3.0-1.59","anjo","n","n","cog","word","S","exp","4"
"","null","html-keyboard-response","136","382966","0.0-3.0-0.60","+","null","","","","","",""
"","1371","html-keyboard-response","137","384337","0.0-3.0-1.60","mal","s","a","cog","word","S","exp","3"
"","null","html-keyboard-response","138","384839","0.0-3.0-0.61","+","null","","","","","",""
"","5162","html-keyboard-response","139","390002","0.0-3.0-1.61","montanha","s","n","cog","word","S","exp","8"
"","null","html-keyboard-response","140","390503","0.0-3.0-0.62","+","null","","","","","",""
"","2682","html-keyboard-response","141","393185","0.0-3.0-1.62","hedoru","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","142","393686","0.0-3.0-0.63","+","null","","","","","",""
"","2811","html-keyboard-response","143","396497","0.0-3.0-1.63","verdade","s","n","cog","word","S","exp","7"
"","null","html-keyboard-response","144","396999","0.0-3.0-0.64","+","null","","","","","",""
"","1450","html-keyboard-response","145","398449","0.0-3.0-1.64","azul","s","n","noncog","word","S","exp","4"
"","null","html-keyboard-response","146","398951","0.0-3.0-0.65","+","null","","","","","",""
"","2714","html-keyboard-response","147","401665","0.0-3.0-1.65","fogão","s","n","noncog","word","S","exp","5"
"","null","html-keyboard-response","148","402167","0.0-3.0-0.66","+","null","","","","","",""
"","1386","html-keyboard-response","149","403553","0.0-3.0-1.66","uçar","s","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","150","404055","0.0-3.0-0.67","+","null","","","","","",""
"","2426","html-keyboard-response","151","406481","0.0-3.0-1.67","tímido","s","a","cog","word","S","exp","6"
"","null","html-keyboard-response","152","406984","0.0-3.0-0.68","+","null","","","","","",""
"","3657","html-keyboard-response","153","410641","0.0-3.0-1.68","crutas","s","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","154","411143","0.0-3.0-0.69","+","null","","","","","",""
"","3210","html-keyboard-response","155","414354","0.0-3.0-1.69","pantufa","s","n","cog","word","S","exp","7"
"","null","html-keyboard-response","156","414854","0.0-3.0-0.70","+","null","","","","","",""
"","3338","html-keyboard-response","157","418193","0.0-3.0-1.70","avenas","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","158","418694","0.0-3.0-0.71","+","null","","","","","",""
"","2059","html-keyboard-response","159","420753","0.0-3.0-1.71","costra","s","null","noncog","pseudo","N","exp","null"
